country,code,year,Animal protein (kilocalories per person per day),Plant protein (kilocalories per person per day),Fat (kilocalories per person per day),Carbohydrates (kilocalories per person per day),kcal_per_day,Animal protein share,Plant share,Fat share,Carbo share,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017
Afghanistan,afg,2000,59.2,151.08,289.26,1290.46,1790,0.033072625698324025,0.08440223463687152,0.16159776536312848,0.720927374301676,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2001,44.28,154.4,242.64,1295.68,1737,0.025492227979274612,0.08888888888888889,0.13968911917098445,0.7459297639608521,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2002,57.04,156.36,269.55,1343.05,1826,0.031237677984665937,0.08562979189485215,0.14761774370208106,0.7355147864184008,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2003,52.88,165.28,269.91,1403.93,1892,0.0279492600422833,0.08735729386892177,0.1426585623678647,0.7420348837209303,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2004,53.4,167.56,314.55,1431.49,1967,0.027147941026944584,0.08518556176919166,0.15991357397051348,0.7277529232333503,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2005,52.08,161.96,330.75,1403.21,1948,0.02673511293634497,0.0831416837782341,0.16978952772073921,0.7203336755646818,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2006,45.12,168.72,280.17,1471.99,1966,0.022950152594099694,0.08581892166836215,0.14250762970498476,0.7487232960325534,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2007,45.84,178.16,288.81,1533.19,2046,0.02240469208211144,0.0870772238514174,0.141158357771261,0.7493597262952102,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2008,47.2,180.64,267.48,1545.68,2041,0.02312591866731994,0.08850563449289563,0.1310534051935326,0.7573150416462519,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2009,46.72,184.44,276.48,1573.36,2081,0.02245074483421432,0.0886304661220567,0.13285920230658338,0.7560595867371456,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2010,48.44,184.12,304.92,1566.52,2104,0.023022813688212927,0.08750950570342206,0.1449239543726236,0.7445437262357414,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2011,48.72,186.92,297.72,1573.64,2107,0.023122923588039867,0.08871381110583768,0.14130042714760324,0.7468628381585193,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2012,49.04,186.6,300.33,1564.03,2100,0.02335238095238095,0.08885714285714286,0.1430142857142857,0.7447761904761905,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Afghanistan,afg,2013,48.88,184.12,301.68,1555.32,2090,0.023387559808612443,0.08809569377990431,0.1443444976076555,0.7441722488038277,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
Albania,alb,1990,95.64,214.84,548.28,1709.24,2568,0.03724299065420561,0.08366043613707165,0.21350467289719624,0.6655919003115265,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1991,106.72,208.2,617.22,1639.86,2572,0.041493001555209956,0.08094867807153966,0.23997667185069985,0.6375816485225505,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1992,112.2,228.56,629.1,1684.14,2654,0.042275810097965334,0.08611906556141673,0.23703843255463453,0.6345666917859835,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1993,119,235.96,666.54,1773.5,2795,0.04257602862254025,0.0844221824686941,0.23847584973166366,0.634525939177102,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1994,141.08,235.24,674.82,1825.86,2877,0.04903719151894335,0.08176572818908585,0.2345568300312826,0.6346402502606882,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1995,158,201.08,702.09,1655.83,2717,0.05815237394184763,0.07400809716599191,0.2584063305115937,0.6094331983805668,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1996,169.2,208.68,745.74,1719.38,2843,0.05951459725641927,0.07340133661625044,0.26230742173760113,0.6047766443897292,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1997,145.44,210.68,658.35,1710.53,2725,0.05337247706422018,0.07731376146788992,0.24159633027522937,0.6277174311926605,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1998,143.12,210.56,673.11,1698.21,2725,0.052521100917431195,0.0772697247706422,0.24701284403669727,0.6231963302752294,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,1999,156.28,214.76,691.38,1734.58,2797,0.05587415087593851,0.07678226671433679,0.24718627100464782,0.6201573114050768,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2000,155.56,206,680.04,1692.4,2734,0.0568983174835406,0.0753474762253109,0.2487344550109729,0.6190197512801756,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2001,164.36,206.96,719.82,1711.86,2803,0.05863717445594007,0.07383517659650375,0.25680342490189084,0.6107242240456653,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2002,179.08,212.6,729.54,1742.78,2864,0.06252793296089386,0.074231843575419,0.2547276536312849,0.6085125698324022,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2003,188.2,194.96,741.24,1647.6,2772,0.0678932178932179,0.07033189033189033,0.2674025974025974,0.5943722943722943,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2004,191.6,189.48,798.48,1612.44,2792,0.06862464183381088,0.06786532951289398,0.28598853868194846,0.5775214899713468,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2005,195.44,197.52,797.4,1683.64,2874,0.0680027835768963,0.06872651356993738,0.27745302713987474,0.5858176757132916,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2006,201.6,188.92,823.95,1640.53,2855,0.07061295971978984,0.06617162872154116,0.28859894921190893,0.5746164623467601,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2007,200.72,188.4,821.61,1649.27,2860,0.07018181818181818,0.06587412587412587,0.2872762237762238,0.5766678321678321,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2008,213.16,194.64,858.78,1680.42,2947,0.07233118425517475,0.06604682728198168,0.2914082117407533,0.5702137767220903,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2009,216.12,191.52,917.19,1668.17,2993,0.07220848646842633,0.06398930838623455,0.306445038422987,0.5573571667223521,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2010,225.24,201.56,918.63,1730.57,3076,0.07322496749024708,0.06552665799739922,0.2986443433029909,0.5626040312093628,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2011,227.64,206.72,924.3,1773.34,3132,0.07268199233716474,0.06600255427841635,0.2951149425287356,0.5662005108556832,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2012,236.84,208.4,953.55,1785.21,3184,0.07438442211055277,0.06545226130653267,0.29948178391959795,0.5606815326633166,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Albania,alb,2013,237.68,208,958.77,1788.55,3193,0.07443783275916066,0.06514249921703727,0.30027247103037896,0.5601471969934231,Albania,europe,europe_east,europe_central_asia,others,41,20,14/12/1955,Europe & Central Asia,Upper middle income
Algeria,dza,1990,75.72,218.96,622.35,1836.97,2754,0.027494553376906317,0.07950617283950617,0.22598039215686275,0.6670188816267247,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1991,73.2,222.16,600.3,1837.34,2733,0.026783754116355654,0.08128796194657885,0.219648737650933,0.6722795462861324,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1992,74.12,231.8,654.39,1904.69,2865,0.025870855148342062,0.08090750436300174,0.22840837696335078,0.6648132635253055,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1993,82.8,229.36,638.91,1913.93,2865,0.02890052356020942,0.08005584642233857,0.22300523560209423,0.6680383944153578,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1994,79.2,225.76,600.12,1857.92,2763,0.028664495114006514,0.08170828809265292,0.21719869706840392,0.6724285197249367,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1995,75.2,227.6,619.2,1863,2785,0.027001795332136445,0.08172351885098743,0.22233393177737884,0.6689407540394973,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1996,64.36,236.68,554.4,1928.56,2784,0.023117816091954024,0.08501436781609195,0.19913793103448274,0.6927298850574712,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1997,67.36,224.56,587.34,1853.74,2733,0.02464690815953165,0.08216611781924625,0.2149066959385291,0.678280278082693,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1998,72.84,241.92,579.24,1898,2792,0.026088825214899716,0.08664756446991403,0.20746418338108882,0.6797994269340975,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,1999,71.28,245,599.94,1926.78,2843,0.025072106929300036,0.08617657404150546,0.21102356665494199,0.6777277523742525,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2000,74.72,228.76,589.5,1919.02,2812,0.026571834992887625,0.08135135135135135,0.20963726884779516,0.6824395448079659,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2001,77.04,232.36,629.28,1947.32,2886,0.026694386694386698,0.08051282051282052,0.21804573804573804,0.6747470547470548,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2002,80.12,239.52,588.87,2016.49,2925,0.027391452991452993,0.0818871794871795,0.20132307692307694,0.6893982905982906,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2003,79.56,249.08,548.82,2092.54,2970,0.026787878787878788,0.08386531986531987,0.1847878787878788,0.7045589225589225,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2004,87.24,246.52,574.2,2079.04,2987,0.029206561767659858,0.08253096752594577,0.19223300970873788,0.6960294609976565,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2005,87.4,249.04,554.04,2067.52,2958,0.029546991210277217,0.0841920216362407,0.1873022312373225,0.6989587559161595,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2006,87.52,247.4,617.94,2094.14,3047,0.028723334427305545,0.08119461765671152,0.20280275680997706,0.6872792911060058,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2007,87.64,245.2,603.99,2104.17,3041,0.028819467280499837,0.08063137125945412,0.19861558697796777,0.6919335744820783,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2008,85.28,248.52,604.98,2109.22,3048,0.027979002624671918,0.08153543307086615,0.19848425196850394,0.692001312335958,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2009,91.12,255,588.96,2174.92,3110,0.02929903536977492,0.0819935691318328,0.18937620578778136,0.6993311897106109,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2010,90.16,253.6,622.26,2175.98,3142,0.0286950986632718,0.08071292170591979,0.19804583068109485,0.6925461489497136,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2011,100.12,260.24,682.47,2174.17,3217,0.031122163506372397,0.08089524401616413,0.21214485545539324,0.6758377370220703,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2012,100.64,260.08,683.64,2227.64,3272,0.03075794621026895,0.07948655256723716,0.2089364303178484,0.6808190709046454,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Algeria,dza,2013,99.96,267.88,688.95,2239.21,3296,0.030327669902912618,0.0812742718446602,0.20902609223300972,0.6793719660194175,Algeria,africa,africa_north,middle_east_north_africa,g77,28,3,8/10/1962,Middle East & North Africa,Upper middle income
Angola,ago,1990,61.92,91.92,407.7,1079.46,1641,0.03773308957952468,0.056014625228519195,0.24844606946983547,0.6578062157221207,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1991,47.08,88.32,380.97,1094.63,1611,0.029224084419615146,0.05482309124767225,0.23648044692737433,0.6794723774053384,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1992,44.6,91.16,370.71,1118.53,1625,0.027446153846153846,0.056098461538461535,0.22812923076923075,0.6883261538461538,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1993,42.28,91.24,335.61,1094.87,1564,0.027033248081841432,0.058337595907928384,0.21458439897698212,0.700044757033248,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1994,39.56,103,308.16,1193.28,1644,0.024063260340632605,0.06265206812652069,0.18744525547445257,0.7258394160583942,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1995,37.68,102.84,323.19,1223.29,1687,0.02233550681683462,0.06096028452874926,0.19157676348547717,0.7251274451689389,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1996,40.52,107.56,347.58,1235.34,1731,0.023408434430964763,0.062137492778740616,0.20079722703639513,0.7136568457538994,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1997,42.56,111.76,336.78,1240.9,1732,0.024572748267898386,0.06452655889145496,0.19444572748267897,0.7164549653579677,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1998,42.04,106.84,343.62,1259.5,1752,0.023995433789954338,0.060981735159817356,0.19613013698630138,0.718892694063927,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,1999,43.4,107.4,338.94,1315.26,1805,0.02404432132963989,0.05950138504155125,0.18777839335180055,0.7286759002770083,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2000,48.08,109.8,349.02,1285.1,1792,0.026830357142857142,0.061272321428571426,0.194765625,0.7171316964285713,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2001,50.4,110.6,354.42,1317.58,1833,0.027495908346972176,0.060338243316966717,0.19335515548281507,0.7188106928532461,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2002,55.48,116.44,360.18,1382.9,1915,0.028971279373368145,0.0608041775456919,0.18808355091383813,0.7221409921671019,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2003,54.2,118.92,389.16,1420.72,1983,0.027332324760463943,0.05996974281391831,0.1962481089258699,0.7164498234997478,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2004,50.76,121.08,387.63,1470.53,2030,0.025004926108374383,0.059645320197044334,0.19095073891625616,0.7243990147783251,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2005,53,125.48,406.53,1491.99,2077,0.025517573423206548,0.06041405873856524,0.1957294174289841,0.7183389504092441,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2006,55.36,128.16,409.68,1525.8,2119,0.026125530910806983,0.06048135913166588,0.1933364794714488,0.7200566304860783,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2007,60.12,131.48,422.91,1558.49,2173,0.02766682006442706,0.0605062126092959,0.19462034054302807,0.717206626783249,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2008,64.08,141.2,435.78,1603.94,2245,0.028543429844097995,0.06289532293986637,0.19411135857461023,0.7144498886414254,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2009,59.16,146.8,442.8,1654.24,2303,0.02568823273990447,0.06374294398610508,0.19227095093356492,0.7182978723404255,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2010,63.72,150.44,447.39,1683.45,2345,0.027172707889125798,0.06415351812366737,0.19078464818763324,0.7178891257995735,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2011,69.28,154.88,472.68,1710.16,2407,0.02878271707519734,0.06434565849605317,0.19637723307021188,0.7104943913585376,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2012,73.72,148.64,474.57,1687.07,2384,0.03092281879194631,0.0623489932885906,0.19906459731543624,0.7076635906040268,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Angola,ago,2013,73.6,155.44,481.86,1762.1,2473,0.029761423372422158,0.06285483218762636,0.1948483623129802,0.7125353821269712,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,1/12/1976,Sub-Saharan Africa,Lower middle income
Antigua and Barbuda,atg,1990,221.92,107.8,880.38,1256.9,2467,0.08995541143088771,0.04369679773003648,0.3568625861370085,0.5094852047020674,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1991,207.64,108.2,955.35,1260.81,2532,0.08200631911532386,0.04273301737756714,0.37731042654028435,0.4979502369668246,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1992,231.08,112,880.56,1321.36,2545,0.09079764243614932,0.04400785854616896,0.3459960707269155,0.5191984282907661,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1993,204.8,107.76,803.43,1260.01,2376,0.0861952861952862,0.045353535353535354,0.3381439393939394,0.5303072390572391,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1994,205.52,103.04,676.71,1269.73,2255,0.09113968957871398,0.045694013303769404,0.3000931263858093,0.5630731707317074,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1995,197.88,100.72,656.01,1233.39,2188,0.09043875685557587,0.04603290676416819,0.2998217550274223,0.5637065813528337,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1996,203.64,95.48,676.44,1214.44,2190,0.09298630136986301,0.043598173515981734,0.3088767123287671,0.5545388127853882,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1997,206.92,91.48,690.21,1174.39,2163,0.09566343042071197,0.042293111419325014,0.3190984743411928,0.5429449838187703,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1998,198,92,685.71,1178.29,2154,0.09192200557103064,0.04271123491179202,0.31834261838440114,0.5470241411327762,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,1999,197.52,91.28,696.96,1172.24,2158,0.0915291936978684,0.042298424467099166,0.32296570898980537,0.5432066728452271,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2000,191.08,92.44,676.62,1189.86,2150,0.08887441860465117,0.042995348837209305,0.3147069767441861,0.5534232558139535,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2001,190.88,85.48,656.82,1151.82,2085,0.09154916067146283,0.04099760191846523,0.315021582733813,0.552431654676259,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2002,192.88,83.56,663.12,1129.44,2069,0.09322377960367327,0.04038666022232963,0.3205026582890285,0.5458869018849686,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2003,195.8,84.96,666.81,1123.43,2071,0.094543698696282,0.04102366006760019,0.32197489135683244,0.5424577498792854,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2004,191.4,87.96,671.31,1156.33,2107,0.09084005695301377,0.04174655908875178,0.318609397247271,0.5488039867109634,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2005,230.24,103.36,733.41,1263.99,2331,0.09877305877305878,0.04434148434148434,0.3146332046332046,0.5422522522522523,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
Antigua and Barbuda,atg,2006,225.52,101.56,742.95,1257.97,2328,0.09687285223367698,0.04362542955326461,0.31913659793814436,0.5403651202749141,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
